ticker,period,period_type,field_name,value,unit,currency,source_category,source_name,source_url,fetch_time,confidence_raw,raw_label,raw_value,raw_period,parser_name,parse_status,notes
MBB,2026-Q1,quarter,revenue,28982071000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:06:02+00:00,medium,interest_and_similar_income | Interest and Similar Income | Thu nhập lãi và các khoản thu nhập tương tự,28982071000000.0,2026-Q1,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing; BANK_REVENUE_SCHEMA_EXPLICITLY_MAPPED
MBB,2025-Q4,quarter,revenue,26132781000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:06:02+00:00,medium,interest_and_similar_income | Interest and Similar Income | Thu nhập lãi và các khoản thu nhập tương tự,26132781000000.0,2025-Q4,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing; BANK_REVENUE_SCHEMA_EXPLICITLY_MAPPED
MBB,2026-Q1,quarter,cash,5741287000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:06:02+00:00,medium,"cash_and_precious_metals | Cash and precious metals | Tiền mặt, vàng bạc, đá quý",5741287000000.0,2026-Q1,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing; BANK_CASH_SCHEMA_EXPLICITLY_MAPPED
MBB,2025-Q4,quarter,cash,4965786000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:06:02+00:00,medium,"cash_and_precious_metals | Cash and precious metals | Tiền mặt, vàng bạc, đá quý",4965786000000.0,2025-Q4,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing; BANK_CASH_SCHEMA_EXPLICITLY_MAPPED
MBB,2026-Q1,quarter,total_assets,1611222764000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:06:02+00:00,medium,total_assets | TOTAL ASSETS | TỔNG TÀI SẢN,1611222764000000.0,2026-Q1,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing
MBB,2025-Q4,quarter,total_assets,1615763927000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:06:02+00:00,medium,total_assets | TOTAL ASSETS | TỔNG TÀI SẢN,1615763927000000.0,2025-Q4,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing
MBB,2026-Q1,quarter,total_liabilities,1461477439000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:06:02+00:00,medium,total_liabilities | TOTAL LIABILITIES | TỔNG NỢ PHẢI TRẢ,1461477439000000.0,2026-Q1,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing
MBB,2025-Q4,quarter,total_liabilities,1473741402000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:06:02+00:00,medium,total_liabilities | TOTAL LIABILITIES | TỔNG NỢ PHẢI TRẢ,1473741402000000.0,2025-Q4,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing
MBB,2026-Q1,quarter,equity,149745325000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:06:02+00:00,medium,owners_equity | OWNER'S EQUITY | VỐN CHỦ SỞ HỮU,149745325000000.0,2026-Q1,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing
MBB,2025-Q4,quarter,equity,142022525000000.0,VND,VND,vnstock,vnstock:vci:finance,https://vnstocks.com/,2026-06-06T01:06:02+00:00,medium,owners_equity | OWNER'S EQUITY | VỐN CHỦ SỞ HỮU,142022525000000.0,2025-Q4,vnstock_finance_wide_statement,FIELD_MAPPED,source value explicitly mapped; missing values remain missing
