ticker,has_income_statement,has_balance_sheet,has_cash_flow,has_market_price,has_volume,finance_field_count,missing_required_fields,legacy_cache_status,export_status,notes
ACL,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
ACM,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
ACS,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
ACV,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
ADC,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
ADG,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
ADP,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
ADS,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
AFC,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_MISSING,CACHE_MISSING,provisional structured data only; missing values were not zero-filled
AFX,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
AG1,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
AGC,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_MISSING,CACHE_MISSING,provisional structured data only; missing values were not zero-filled
AGD,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_MISSING,CACHE_MISSING,provisional structured data only; missing values were not zero-filled
AGE,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
AGF,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
AGG,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
AGM,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
AGP,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
AGR,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
AGX,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
AIC,False,False,False,True,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
AIG,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
ALC,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
ALP,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_MISSING,CACHE_MISSING,provisional structured data only; missing values were not zero-filled
ALT,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
ALV,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
AMC,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
AMD,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
AME,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
AMP,False,False,False,True,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
AMS,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
AMV,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
ANC11601,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_MISSING,CACHE_MISSING,provisional structured data only; missing values were not zero-filled
ANT,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
ANV,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
APC,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
APF,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
APG,False,False,False,True,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
APH,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
API,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
APL,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
APP,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
APS,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
APT,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
AQN,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_MISSING,CACHE_MISSING,provisional structured data only; missing values were not zero-filled
ARM,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
ART,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
ASA,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
ASD,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_MISSING,CACHE_MISSING,provisional structured data only; missing values were not zero-filled
ASG,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
ASIAGF,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_MISSING,CACHE_MISSING,provisional structured data only; missing values were not zero-filled
ASM,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
ASP,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
AST,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
ATA,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
ATB,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
ATD,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_MISSING,CACHE_MISSING,provisional structured data only; missing values were not zero-filled
ATG,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
ATS,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
AUM,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
AVC,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
AVF,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
AVG,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
AVS,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_MISSING,CACHE_MISSING,provisional structured data only; missing values were not zero-filled
B82,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
BAB,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BAF,False,False,False,True,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BAL,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
BAM,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_MISSING,CACHE_MISSING,provisional structured data only; missing values were not zero-filled
BAOMINH,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_MISSING,CACHE_MISSING,provisional structured data only; missing values were not zero-filled
BAS,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_MISSING,CACHE_MISSING,provisional structured data only; missing values were not zero-filled
BAX,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BB,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_MISSING,CACHE_MISSING,provisional structured data only; missing values were not zero-filled
BBC,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BBH,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BBM,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BBS,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BBT,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BCA,False,False,False,True,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BCB,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
BCC,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BCE,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BCF,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BCG,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
BCI,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_MISSING,CACHE_MISSING,provisional structured data only; missing values were not zero-filled
BCM,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BCO,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
BCP,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BCR,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
BCV,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
BDB,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BDC,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_MISSING,CACHE_MISSING,provisional structured data only; missing values were not zero-filled
BDF,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_MISSING,CACHE_MISSING,provisional structured data only; missing values were not zero-filled
BDG,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BDT,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BDW,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BED,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
BEL,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
BFC,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BGE,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
BGM,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_MISSING,CACHE_MISSING,provisional structured data only; missing values were not zero-filled
BGW,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BHA,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BHC,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BHG,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
BHH,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
BHI,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
BHK,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
BHN,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BHP,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BHS,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_MISSING,CACHE_MISSING,provisional structured data only; missing values were not zero-filled
BHT,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,INSUFFICIENT_DATA,provisional structured data only; missing values were not zero-filled
BHV,False,False,False,False,False,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_MISSING,CACHE_MISSING,provisional structured data only; missing values were not zero-filled
BIC,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BID,False,False,False,False,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
BIG,False,False,False,True,True,0,revenue;gross_profit;net_income;total_assets;total_liabilities;equity;cfo;capex,L4_CACHE_PRESENT,PARTIAL_PROVISIONAL_DATA,provisional structured data only; missing values were not zero-filled
